dirty_customer,dirty_region,dirty_segment
Global Pulp & Paper Inc,north-east,Food and Beverage
Ironworks Heavy Equipment,Southwest,food & bev
Global Pulp & Paper Inc,W,Food/Bev
Evergreen  Forest  Industries,Pacific,Timber
Global Pulp & Paper In,Overseas,Chemicals
Acme Industrial Cor,Intl.,Chemicals
Global Pulp & Paper Inc,Global,Timber
  Evergreen Forest Industries  ,SW,Recycling
Meridian  Engineering  Services,Mid-West,Chemicals
Global Pulp and Paper Inc,INTL,Pulp & Paper
Global Pulp & Paper Inc,Overseas,Paper
  Global Pulp & Paper Inc  ,western,chem
Global Pulp & Paper In,South East,Mining
Acme Industrial Corp,Southeast,chem
  Global Pulp & Paper Inc  ,north-east,Paper Products
Global Pulp & Paper Inc,West Coast,Pulp & Paper
Pacific Recycling LLC,West Coast,chem
Global Pulp & Paper Inc,SE,Food & Beverage
GLOBAL PULP & PAPER INC,Southeastern,P&P
GLOBAL PULP & PAPER INC,Overseas,Food/Bev
Redwood Fiber Solutions,intl,Chemicals
Global Pulp and Paper Inc,MW,Timber
Continental Packaging Group,North East,MINING
Acme Industrial Companyrp,International,Chemical
  Northern Timber Co  ,Middle West,chem
Pacific  Recycling  LLC,Mid-West,recycling
Global  Pulp  &  Paper  Inc,N.E.,Food/Bev
meridian engineering services,South West,recycling
Evergreen Forest Industrie,midwest,P&P
GLOBAL PULP & PAPER INC,south-west,Paper
global pulp & paper inc,SE,pulp/paper
  Global Pulp & Paper Inc  ,SW,wood prod
  Global Pulp & Paper Inc  ,Northeastern,Chem Proc
Global  Pulp  &  Paper  Inc,Northeastern,MINING
Global Pulp & Paper Inc,Overseas,Pulp & Paper
Global Pulp & Paper Inc,NE,Pulp & Paper
Oakwood Materials Inc,Mid-West,Paper
Global Pulp & Paper Incorporated,south east,Chem Proc
Midwest Steel Works,Mid West,Pulp and Paper
Sequoia Wood Products,INTL,P&P
Tidewater Chemical Co,SW,Recycle
evergreen forest industries,MW,Pulp & Paper
  Tidewater Chemical Co  ,western,recycling
  Global Pulp & Paper Inc  ,Middle West,Mining
Cascade Paper Products,Southwest,Chemical Processing
Continental Packaging Group,Overseas,Wood
Atlantic Chemical Partners,Pacific,Chemical Processing
  Global Pulp & Paper Inc  ,intl,mining
Midwest Steel Works,Northeast,Pulp & Paper
Global  Pulp  &  Paper  Inc,NE,MINING
TIDEWATER CHEMICAL CO,NE,wood prod
Global  Pulp  &  Paper  Inc,International,Pulp & Paper
EVERGREEN FOREST INDUSTRIES,South West,Timber
Evergreen Forest Industries,Middle West,Wood Products
Global Pulp & Paper Incorporated,SW,Mining & Extraction
Cascade Paper Products,N.E.,Wood Products
Cascade Paper Products,Southeast,chem
Atlantic Chemical Partners,International,Mining
Evergreen Forest Industrie,north-east,Chemical Processing
GLOBAL PULP & PAPER INC,Global,F&B
Global Pulp & Paper Incorporated,International,Timber
Global Pulp & Paper In,S.W.,Chemicals
  Continental Packaging Group  ,International,Lumber
Evergreen  Forest  Industries,S.E.,Lumber
Evergreen Forest Industries,NE,Food & Beverage
Northern Timber Company,S.E.,Mining & Extraction
Global Pulp & Paper Inc,SE,Lumber
Tidewater  Chemical  Co,Southeast,Lumber
Global Pulp and Paper Inc,MW,chem
blueridge manufacturing,NE,wood prod
  Pacific Recycling LLC  ,Southwest,Paper
Global Pulp & Paper Inc,Southeast,Pulp and Paper
global pulp & paper inc,Southwest,food & bev
GLOBAL PULP & PAPER INC,Mid West,F&B
Global Pulp and Paper Inc,western,Food/Bev
BlueRidge Manufacturing,W,Mining & Extraction
  Acme Industrial Corp  ,MW,Chemical
Sequoia Wood Products,International,Pulp and Paper
GLOBAL PULP & PAPER INC,N.E.,chem
Global Pulp & Paper Inc,Southeast,Recycling
Global Pulp & Paper Inc,western,Recycle
Ironworks Heavy Equipmen,Southeast,food & bev
Global Pulp & Paper Incorporated,Intl.,Chemical Processing
BLUERIDGE MANUFACTURING,North East,P&P
Lakeside Pulp Mills,W,Food/Bev
Global Pulp & Paper In,Overseas,Mining & Extraction
Global Pulp and Paper Inc,MW,Recycling
Global  Pulp  &  Paper  Inc,Northeast,Mining
Continental Packaging Group,south-west,Recyc.
Lakeside Pulp Mills,Overseas,P&P
Global Pulp & Paper Inc,INTL,Timber
Global Pulp & Paper Inc,West,Paper
Summit Mining Enterprises,NE,Chemical
BlueRidge Manufacturing,Midwest,Mining
continental packaging group,Midwest,Food and Beverage
Global Pulp and Paper Inc,north-east,F&B
Global Pulp & Paper Inc,Mid-West,wood prod
global pulp & paper inc,MW,Recyc.
Tidewater Chemical Co,north-east,Pulp & Paper
Sequoia Wood Products,INTL,chem
Midwest Steel Works,Mid-West,F&B
Prairie Grain Handlers,SW,Chem Proc
Evergreen  Forest  Industries,western,recycling
Sequoia Wood Products,S.W.,Minerals
Sequoia Wood Products,S.E.,Minerals
pacific recycling llc,West Coast,chem
Cascade Paper Product,Northeastern,wood prod
Meridian Engineering Service,S.E.,Lumber
Global Pulp & Paper In,N.E.,wood prod
Midwest Steel Works,Midwest,Wood Products
Global Pulp & Paper In,South East,food & bev
Continental Packaging Group,West,Minerals
Evergreen Forest Industries,SW,Chemical
MIDWEST STEEL WORKS,intl,mining
Tidewater Chemical Co,western,Food/Bev
  Global Pulp & Paper Inc  ,SE,Waste Management
  Global Pulp & Paper Inc  ,NE,Waste Management
Global  Pulp  &  Paper  Inc,Global,Minerals
Global Pulp & Paper Inc,Southwest,Lumber
Global Pulp & Paper Incorporated,Northeast,Waste Management
Midwest Steel Works,South West,Recycling
Ironworks Heavy Equipmen,Southeastern,Recycle
  Meridian Engineering Services  ,W,Pulp & Paper
Atlantic Chemical Partner,West Coast,Wood Products
Ironworks Heavy Equipment,Global,Paper Products
Sequoia Wood Products,International,Lumber
Pacific Recycling LL,Middle West,Recycling
Global Pulp & Paper Incorporated,Southwest,recycling
SEQUOIA WOOD PRODUCTS,south east,wood prod
Midwest Steel Works,Pacific,Recyc.
Sequoia Wood Products,Mid West,Mining
Atlantic Chemical Partners,north-east,Chemical Processing
  Global Pulp & Paper Inc  ,S.W.,Pulp & Paper
Midwest Steel Works,West Coast,recycling
MIDWEST STEEL WORKS,Northeast,Food/Bev
global pulp & paper inc,International,Pulp & Paper
  Evergreen Forest Industries  ,SE,Minerals
Pacific Recycling LLC,Global,Mining & Extraction
GLOBAL PULP & PAPER INC,NE,Recycle
Global Pulp and Paper Inc,Midwest,Wood Products
ATLANTIC CHEMICAL PARTNERS,N.E.,F&B
Sequoia Wood Product,Global,Paper
Cascade Paper Products,Mid West,Chem Proc
OAKWOOD MATERIALS INC,Southeast,Chem Proc
Continental  Packaging  Group,Pacific,Waste Management
Redwood Fiber Solutions,Mid-West,Mining
Cascade Paper Products,north-east,Pulp & Paper
Atlantic Chemical Partner,West,Lumber
NORTHERN TIMBER CO,south-west,F&B
Global Pulp & Paper Inc,Overseas,chem
Pacific Recycling LLC,SE,Timber
Pacific Recycling LLC,INTL,Chemicals
PRAIRIE GRAIN HANDLERS,western,Lumber
ACME INDUSTRIAL CORP,West Coast,wood prod
Sequoia Wood Products,INTL,Pulp and Paper
Sequoia Wood Product,Northeast,food & bev
Tidewater Chemical Co,West Coast,Wood Products
Sequoia Wood Products,western,Pulp and Paper
LAKESIDE PULP MILLS,intl,Wood
Global Pulp & Paper Inc,intl,Mining & Extraction
Global Pulp & Paper In,western,Minerals
Pacific Recycling LLC,S.W.,P&P
Global Pulp and Paper Inc,western,Waste Management
Acme Industrial Corp,MW,mining
Pacific Recycling LLC,intl,Food & Beverage
Redwood Fiber Solutions,Mid West,recycling
  Sequoia Wood Products  ,N.E.,Wood Products
Lakeside Pulp Mills,South West,Food/Bev
Global Pulp and Paper Inc,Midwest,Food/Bev
Lakeside Pulp Mill,Southwest,Food & Beverage
Pacific Recycling LLC,West,Wood Products
Global Pulp & Paper Inc,south-west,Recyc.
Continental  Packaging  Group,MW,Timber
evergreen forest industries,Southeast,P&P
Pacific Recycling LLC,Mid-West,Mining
Midwest  Steel  Works,North East,Food and Beverage
BLUERIDGE MANUFACTURING,Southeast,Food/Bev
BlueRidge Manufacturing,midwest,Wood Products
  Midwest Steel Works  ,North East,Lumber
  Global Pulp & Paper Inc  ,NE,Mining & Extraction
  Global Pulp & Paper Inc  ,S.E.,wood prod
Global Pulp & Paper Inc,Middle West,Food/Bev
Midwest Steel Works,International,Paper Products
Cascade Paper Products,S.W.,F&B
sequoia wood products,Southeastern,Timber
Meridian Engineering Services,Mid West,recycling
CASCADE PAPER PRODUCTS,MW,Timber
Prairie  Grain  Handlers,West Coast,Paper Products
Pacific Recycling L.L.C.,NE,Mining
continental packaging group,midwest,Wood Products
Midwest Steel Works,western,Recycle
Global Pulp & Paper Inc,Northeastern,wood prod
TIDEWATER CHEMICAL CO,W,Mining & Extraction
global pulp & paper inc,International,Minerals
TIDEWATER CHEMICAL CO,Intl.,Food & Beverage
CASCADE PAPER PRODUCTS,Pacific,chem
Lakeside Pulp Mills,Southeastern,P&P
Sequoia  Wood  Products,W,P&P
Pacific Recycling LLC,MW,wood prod
Acme Industrial Corporation,Southeastern,Wood
Global  Pulp  &  Paper  Inc,Southwest,F&B
Global Pulp & Paper Inc,West Coast,Recycling
Ironworks Heavy Equipment,Southwest,recycling
pacific recycling llc,N.E.,Recycle
Tidewater Chemical Co,South West,wood prod
Heartland Processing Co,intl,Timber
GLOBAL PULP & PAPER INC,S.E.,Mining
Sequoia Wood Products,S.E.,wood prod
Sequoia Wood Products,INTL,Paper
Pacific Recycling LLC,S.E.,F&B
Global  Pulp  &  Paper  Inc,West Coast,Chemicals
Global Pulp & Paper Inc,Northeastern,Recycle
Global Pulp & Paper In,Mid-West,Lumber
Summit Mining Enterprises,south-west,Recyc.
Global Pulp & Paper Inc,S.W.,Chem Proc
Continental Packaging Group,S.W.,Minerals
ATLANTIC CHEMICAL PARTNERS,SW,Mining & Extraction
Midwest Steel Works,Intl.,Pulp and Paper
Sequoia Wood Product,Northeastern,Lumber
Acme Industrial Companyrp,midwest,Pulp and Paper
Ironworks Heavy Equipment,INTL,P&P
Midwest Steel Work,north-east,MINING
Cascade Paper Products,South West,Lumber
Global Pulp & Paper Incorporated,West Coast,Recyc.
Global Pulp & Paper Incorporated,West,pulp/paper
GLOBAL PULP & PAPER INC,Pacific,Minerals
Tidewater Chemical Co,Northeast,Pulp and Paper
  Sequoia Wood Products  ,Mid West,Timber
midwest steel works,S.W.,Wood
Ironworks Heavy Equipment,International,pulp/paper
Ironworks Heavy Equipment,Middle West,Lumber
Pacific Recycling LLC,western,Mining
global pulp & paper inc,Southeastern,Recyc.
  Sequoia Wood Products  ,Mid West,Mining
  Continental Packaging Group  ,NE,recycling
Tidewater Chemical C,Southwest,Chemical Processing
Acme Industrial Cor,SE,Pulp and Paper
Pacific Recycling LLC,West,mining
Global Pulp & Paper Inc,MW,Waste Management
Cascade Paper Products,Southeastern,Chem Proc
Global Pulp & Paper Inc,W,F&B
Sequoia Wood Products,MW,Food/Bev
Global Pulp & Paper Incorporated,S.E.,mining
Evergreen Forest Industries,Global,Recycle
Heartland Processing Co,Intl.,MINING
Evergreen Forest Industries,INTL,Wood
Ironworks Heavy Equipment,West,Waste Management
Summit Mining Enterprises,Mid West,Chem Proc
  Pacific Recycling LLC  ,North East,Paper Products
global pulp & paper inc,midwest,Mining
Global Pulp & Paper Incorporated,S.W.,food & bev
  Atlantic Chemical Partners  ,Global,Minerals
Acme Industrial Corporation,Southeastern,food & bev
  Ironworks Heavy Equipment  ,Mid West,Wood Products
Sequoia Wood Product,south-west,Chemical Processing
  Global Pulp & Paper Inc  ,western,Pulp & Paper
heartland processing co,Southwest,wood prod
EVERGREEN FOREST INDUSTRIES,Southeastern,MINING
Global Pulp and Paper Inc,NE,pulp/paper
Northern Timber C,western,recycling
global pulp & paper inc,South East,Chemicals
Cascade Paper Products,Mid-West,Chem Proc
BLUERIDGE MANUFACTURING,intl,Food/Bev
Global  Pulp  &  Paper  Inc,North East,food & bev
  Global Pulp & Paper Inc  ,N.E.,Recyc.
SEQUOIA WOOD PRODUCTS,West Coast,P&P
Global Pulp & Paper In,SW,Mining
blueridge manufacturing,W,Chem Proc
  Global Pulp & Paper Inc  ,SW,Pulp and Paper
Global  Pulp  &  Paper  Inc,West Coast,mining
cascade paper products,SE,food & bev
Global Pulp & Paper Inc,Mid-West,Recycling
Tidewater Chemical Co,north-east,Pulp and Paper
Acme  Industrial  Corp,S.W.,Food and Beverage
Global Pulp & Paper Incorporated,midwest,Food/Bev
Global Pulp & Paper In,south east,F&B
  Global Pulp & Paper Inc  ,N.E.,Food/Bev
Acme Industrial Corp,south-west,F&B
Global Pulp & Paper In,Southeast,Food & Beverage
ACME INDUSTRIAL CORP,Mid West,Waste Management
Midwest Steel Works,N.E.,P&P
Sequoia  Wood  Products,midwest,Food and Beverage
Global  Pulp  &  Paper  Inc,western,F&B
sequoia wood products,intl,Mining
Global  Pulp  &  Paper  Inc,Midwest,Wood
  Acme Industrial Corp  ,S.E.,F&B
Prairie Grain Handlers,SW,wood prod
global pulp & paper inc,Southeastern,Chemical
Atlantic  Chemical  Partners,south east,MINING
Oakwood  Materials  Inc,International,Mining & Extraction
Global Pulp & Paper Inc,Pacific,Pulp & Paper
Continental Packaging Group,intl,Recycling
Tidewater Chemical Co,N.E.,MINING
Pacific Recycling LLC,south east,pulp/paper
Global Pulp & Paper Inc,western,F&B
Acme Industrial Companyrp,north-east,Food & Beverage
Global Pulp & Paper Incorporated,MW,Food/Bev
Global  Pulp  &  Paper  Inc,Northeastern,Minerals
Global Pulp and Paper Inc,south east,Chem Proc
  Global Pulp & Paper Inc  ,intl,food & bev
Global Pulp and Paper Inc,International,Chemicals
Redwood Fiber Solutions,NE,recycling
Midwest Steel Works,Midwest,Food & Beverage
  Tidewater Chemical Co  ,Southeast,Food & Beverage
Global Pulp & Paper Incorporated,Southwest,Waste Management
  Sequoia Wood Products  ,North East,Chemical
Global  Pulp  &  Paper  Inc,Southeast,Pulp and Paper
Global Pulp & Paper In,south-west,Food/Bev
Sequoia Wood Products,north-east,Food and Beverage
Global Pulp & Paper In,Midwest,Pulp & Paper
Tidewater Chemical Co,INTL,Lumber
Global Pulp & Paper Inc,north-east,Paper Products
Sequoia Wood Products,Northeastern,chem
sequoia wood products,Pacific,recycling
Midwest Steel Works,midwest,Food & Beverage
Global Pulp & Paper In,South West,Recycle
Global Pulp & Paper Incorporated,western,Chemical Processing
Global  Pulp  &  Paper  Inc,SW,recycling
  Sequoia Wood Products  ,Northeastern,P&P
Global Pulp and Paper Inc,Northeastern,Pulp and Paper
GLOBAL PULP & PAPER INC,INTL,Waste Management
Global Pulp & Paper In,Southeast,wood prod
Sequoia  Wood  Products,S.E.,Chem Proc
Global Pulp & Paper Inc,south-west,food & bev
global pulp & paper inc,Mid-West,Chemical Processing
Midwest Steel Works,Northeastern,Minerals
atlantic chemical partners,Overseas,Minerals
global pulp & paper inc,S.E.,wood prod
SEQUOIA WOOD PRODUCTS,western,Timber
Atlantic Chemical Partners,South West,Wood Products
Midwest Steel Works,W,Food/Bev
Oakwood  Materials  Inc,Midwest,F&B
Global Pulp and Paper Inc,Northeast,Chemical
Global Pulp & Paper Inc,S.W.,Paper
global pulp & paper inc,Overseas,Minerals
Cascade Paper Products,International,P&P
Global Pulp & Paper Inc,intl,mining
Lakeside Pulp Mills,midwest,Minerals
global pulp & paper inc,SE,Lumber
Global Pulp & Paper Inc,N.E.,Food & Beverage
cascade paper products,western,mining
Global Pulp & Paper Incorporated,Pacific,Pulp & Paper
Global Pulp and Paper Inc,Mid-West,recycling
Global Pulp & Paper Incorporated,W,MINING
PACIFIC RECYCLING LLC,north-east,Recycle
Global Pulp & Paper Inc,Midwest,Pulp and Paper
Global Pulp & Paper In,Southeast,Wood
Tidewater Chemical Co,S.W.,chem
Continental  Packaging  Group,SW,food & bev
GLOBAL PULP & PAPER INC,Northeast,Minerals
Acme Industrial Corp,SE,Food and Beverage
BlueRidge Manufacturing,South West,Mining & Extraction
Meridian Engineering Service,Northeast,Recycling
Continental Packaging Group,western,F&B
Midwest Steel Works,Pacific,Food/Bev
Cascade Paper Product,Northeast,Paper
Lakeside Pulp Mills,intl,Mining
Redwood Fiber Solutions,Southeast,Food/Bev
global pulp & paper inc,intl,Recycling
Global Pulp & Paper Incorporated,W,P&P
Ironworks  Heavy  Equipment,south-west,Mining
PACIFIC RECYCLING LLC,Southwest,Pulp and Paper
Meridian Engineering Services,Northeast,Paper
Lakeside Pulp Mills,Global,Paper Products
Global Pulp and Paper Inc,Pacific,F&B
redwood fiber solutions,midwest,Lumber
Global Pulp & Paper Inc,Mid West,Wood Products
Continental Packaging Group,midwest,Chemicals
Global Pulp & Paper Inc,Southeastern,wood prod
Sequoia Wood Products,Southeast,Lumber
Ironworks Heavy Equipment,NE,Wood Products
northern timber co,North East,Mining & Extraction
  Global Pulp & Paper Inc  ,N.E.,Pulp & Paper
Evergreen Forest Industries,Middle West,Chemicals
Global Pulp & Paper Incorporated,SW,Chemical Processing
Global  Pulp  &  Paper  Inc,Southwest,Pulp & Paper
Companyntinental Packaging Group,Southeastern,Minerals
sequoia wood products,NE,Chem Proc
Sequoia Wood Products,Southeastern,pulp/paper
Cascade Paper Products,West,Minerals
Global Pulp & Paper Incorporated,N.E.,recycling
Global Pulp and Paper Inc,International,Lumber
Global Pulp & Paper Incorporated,INTL,Mining & Extraction
GLOBAL PULP & PAPER INC,MW,wood prod
Global Pulp and Paper Inc,Mid West,P&P
global pulp & paper inc,Overseas,F&B
Midwest Steel Works,Midwest,Paper Products
Global Pulp & Paper In,Southwest,Timber
global pulp & paper inc,West Coast,Chemical
Sequoia  Wood  Products,Northeastern,recycling
evergreen forest industries,West,Chemical Processing
Tidewater  Chemical  Co,Midwest,F&B
  Tidewater Chemical Co  ,West,wood prod
redwood fiber solutions,W,Pulp & Paper
Lakeside Pulp Mills,Mid West,wood prod
Acme Industrial Corp,Mid-West,Mining & Extraction
Redwood  Fiber  Solutions,West Coast,Mining
continental packaging group,W,Recycling
  Heartland Processing Co  ,SE,Food & Beverage
Global Pulp & Paper Inc,south-west,Recycling
Tidewater Chemical Company,Global,P&P
Redwood Fiber Solutions,International,Lumber
Global  Pulp  &  Paper  Inc,western,Chemical Processing
acme industrial corp,north-east,MINING
Global Pulp & Paper Inc,South East,Paper Products
Tidewater Chemical C,INTL,Lumber
sequoia wood products,Northeastern,Recycling
Continental Packaging Group,western,Pulp and Paper
midwest steel works,Northeastern,recycling
Sequoia Wood Products,SW,Chemical
Sequoia  Wood  Products,SE,chem
Midwest Steel Works,NE,recycling
Lakeside Pulp Mills,Northeastern,Timber
global pulp & paper inc,W,Wood
Global Pulp and Paper Inc,Southwest,Timber
Global Pulp & Paper Inc,N.E.,Recycling
Northern Timber Co,Midwest,Pulp & Paper
Sequoia Wood Products,W,Recyc.
Sequoia Wood Products,Northeastern,Chemicals
Continental  Packaging  Group,Intl.,Chemical
  Sequoia Wood Products  ,Southeast,Pulp & Paper
Global Pulp & Paper Incorporated,MW,Pulp and Paper
Global Pulp & Paper In,INTL,Food & Beverage
BlueRidge Manufacturing,West,Wood Products
Sequoia  Wood  Products,North East,Wood
Global Pulp and Paper Inc,Global,Chemical Processing
PACIFIC RECYCLING LLC,Midwest,chem
GLOBAL PULP & PAPER INC,south east,Paper Products
sequoia wood products,SW,P&P
OAKWOOD MATERIALS INC,S.W.,Recycling
  Global Pulp & Paper Inc  ,south east,Pulp & Paper
